idTweets,rater-1(annotator-1),rater-2(annotator-2),rater-3(annotator-3),consolidation column
349715627113582593,P,P,P,P
349685270695776257,P,P,P,P
349688801863544832,NN,NN,NN,NN
349693788467372032,P,P,P,P
349704172666486784,N,NN,NN,NN
349945423668060161,NN,NN,N,NN
349729896160952323,P,P,P,P
349717160655978496,P,P,P,P
349901841481474050,P,P,P,P
349691061750337536,N,N,N,N
349998917959688192,NN,N,NN,NN
349695937670692865,NN,NN,NN,NN
349996010308763648,NN,NN,NN,NN
349707378003943424,NN,NN,NN,NN
349993063889903616,NN,NN,NN,NN
349856963011686402,NN,NN,NN,NN
349683557616197633,P,P,P,P
349874386360213505,NN,N,NN,NN
349692814122160129,P,P,P,P
349688508081897476,P,P,P,P
349995075335491584,NN,NN,NN,NN
350039856363220992,P,P,P,P
349725052859719680,P,P,P,P
349886353263181824,NN,NN,NN,NN
349956736578363393,NN,NN,P,NN
350003546072166402,NN,NN,P,NN
349725102432190464,NN,NN,NN,NN
350022419148308480,NN,NN,NN,NN
349680527890071552,NN,NN,NN,NN
349980386824167426,P,P,P,P
349689848405299200,P,P,P,P
349735377965289472,NN,P,P,P
350021039822086144,NN,P,NN,NN
349688933191397376,NN,NN,NN,NN
349968802416558081,NN,NN,NN,NN
349906610845515777,NN,NN,NN,NN
349947611668688896,P,P,P,P
349691647602343937,NN,P,NN,NN
349691944106070016,P,P,NN,P
349751726452121602,NN,P,NN,NN
349719322983280640,NN,NN,NN,NN
349981713293774848,P,P,P,P
349882467655761921,P,P,P,P
349746728318148609,NN,NN,NN,NN
349720379851423746,NN,NN,NN,NN
349686034415616002,P,P,P,P
349990263839670273,N,N,N,N
349681876618842114,P,P,P,P
349918676272693249,NN,NN,NN,NN
349693629708775425,NN,NN,NN,NN
349888690669101056,NN,NN,P,NN
349696941292126211,NN,NN,NN,NN
350025753297027072,NN,NN,NN,NN
349682377448108033,P,P,P,P
349741932588699648,NN,NN,P,NN
350009691180503041,P,P,P,P
349699036560883712,NN,NN,NN,NN
349697954791165952,P,NN,P,P
349683866509914112,P,P,NN,P
349949603858227201,P,P,P,P
349683875917733888,P,P,P,P
349680544713412611,NN,P,NN,NN
349963417873956864,P,P,NN,P
349736782205689858,P,P,NN,P
349964251114389505,NN,NN,P,NN
350016176421740547,P,P,P,P
349865330434252800,P,P,P,P
349907203299360770,P,P,P,P
349691073532133376,NN,P,NN,NN
349696824413663232,P,P,NN,P
349684643072716800,P,P,P,P
349703857900761088,NN,NN,NN,NN
349679364138479616,NN,NN,NN,NN
349683175074705409,P,P,P,P
349843861759209472,NN,NN,NN,NN
349926901839691777,NN,NN,NN,NN
349810368220114944,P,P,P,P
349933772587798529,NN,NN,NN,NN
349993520427307009,NN,NN,NN,NN
349684333163982849,P,P,P,P
349705448330502146,NN,NN,NN,NN
349690200529711104,NN,P,NN,NN
349698239412453376,NN,NN,NN,NN
349838155588976640,NN,NN,NN,NN
349688422874615809,P,P,NN,P
349683354293108737,P,P,P,P
349739796840722434,NN,NN,NN,NN
349690528088080384,P,P,P,P
349742708891455488,P,P,P,P
349689187206836225,P,NN,P,P
349896663600599043,NN,NN,NN,NN
349818834049445889,NN,NN,NN,NN
349760292072333312,P,NN,P,P
349952429053321216,NN,NN,NN,NN
349866061304315904,NN,NN,NN,NN
349862694280634368,P,P,P,P
349692995022491648,P,P,P,P
349684829459189761,P,P,P,P
349692327037648898,P,P,P,P
349704375456890881,NN,P,NN,NN
349865771482116096,NN,P,NN,NN
350028357787844609,NN,NN,NN,NN
349741569487814657,P,P,P,P
349976029898616833,P,P,P,P
349690712771661826,NN,P,NN,NN
349691565981179904,P,P,P,P
349692148435795969,N,NN,NN,NN
349942845911736320,NN,NN,NN,NN
349997032393543683,NN,NN,NN,NN
349706867116736512,NN,NN,NN,NN
349924045569015810,NN,NN,NN,NN
349692314219851776,P,P,P,P
349948628657381378,P,P,P,P
349908308745920513,NN,NN,NN,NN
349812937768189954,P,P,P,P
349692374349385728,NN,P,NN,NN
349971462767124481,NN,NN,NN,NN
349680223039664129,P,P,P,P
349974562663968770,P,P,P,P
349701693136576513,NN,P,NN,NN
349703792377331713,NN,NN,NN,NN
349966137032835073,NN,NN,NN,NN
349687826499117060,P,P,P,P
349692660514177025,NN,P,NN,NN
349994891071324162,NN,NN,NN,NN
349936181703741440,NN,P,NN,NN
349692568616964097,NN,NN,NN,NN
349691364994322432,P,P,P,P
350004550750572548,NN,NN,P,NN
349684000790544385,P,P,P,P
349855183901175809,P,NN,P,P
349994929478578176,NN,NN,P,NN
349685158384898049,P,P,P,P
350026975986978817,P,P,P,P
349692314966441986,P,P,P,P
349689513532067841,NN,NN,P,NN
349949720443105280,NN,NN,NN,NN
349691083162255360,P,P,NN,P
350014001779978241,NN,NN,NN,NN
350020011882070017,P,P,P,P
349936236506537984,NN,NN,NN,NN
349873632031420416,NN,nn,NN,NN
349692917251702784,P,P,P,P
349958725353734145,P,P,P,P
349898246677741569,NN,NN,NN,NN
349706409379774464,NN,NN,NN,NN
349881427585810433,P,P,P,P
349847748591370241,NN,NN,NN,NN
349956016760299520,NN,NN,NN,NN
349722038585401346,NN,NN,NN,NN
350023554810646528,NN,NN,NN,NN
349684110765211648,P,P,P,P
349691886639919105,P,P,P,P
349897972324118529,P,P,P,P
349888675582197760,P,P,P,P
349890973066727425,NN,NN,NN,NN
349707378083635200,P,NN,NN,NN
349844652930772994,P,P,P,P
349693825192689664,NN,NN,NN,NN
349703871515471874,NN,NN,NN,NN
349733509725831168,NN,NN,NN,NN
349897521507733505,NN,NN,NN,NN
349976106872475649,P,P,NN,P
350000204960903168,NN,NN,NN,NN
349877349686329346,NN,NN,NN,NN
349938863902437377,NN,NN,NN,NN
349894701924622341,NN,NN,NN,NN
349711332221779968,P,P,P,P
350032932632662017,NN,P,NN,NN
349685380385210368,NN,NN,NN,NN
349904407871238146,P,P,P,P
349691412259930112,P,P,P,P
349862505344024576,NN,NN,NN,NN
349913083705167872,P,P,P,P
349703675377238016,NN,NN,NN,NN
349683248093343744,NN,NN,NN,NN
349684132252631042,P,P,P,P
349681083970883584,NN,NN,NN,NN
349721053725069312,P,P,P,P
349747130564476930,P,P,P,P
349856847366340608,NN,NN,NN,NN
349682748191023105,NN,NN,NN,NN
349900912833212418,NN,NN,NN,NN
349694439695978497,P,P,P,P
349743711489490944,NN,NN,NN,NN
349903476786069504,NN,NN,NN,NN
349885945958510594,NN,NN,P,NN
349997517959741442,NN,N,NN,NN
349717862572761089,NN,NN,NN,NN
350014374699745280,NN,NN,NN,NN
349689674257809409,NN,NN,P,NN
349691937944649728,NN,NN,NN,NN
349689953954955264,NN,N,NN,NN
349680625407623169,NN,NN,NN,NN
349871828614905857,NN,NN,NN,NN
349732666960117762,P,P,P,P
349940347830411264,P,P,P,P
349700431468957697,P,P,P,P
349704816227926016,NN,NN,NN,NN
349695880825278465,P,P,P,P
349685575781068800,P,P,P,P
349692621268074496,NN,NN,NN,NN
350005629378760704,NN,NN,NN,NN
349838896214974464,NN,NN,NN,NN
349992931043721217,NN,NN,NN,NN
349701687725920257,P,P,P,P
349684601066762240,P,P,P,P
349683812810244096,P,P,P,P
349708195029196802,NN,NN,NN,NN
350235937286000640,P,P,N,P
350083060265517057,NN,NN,N,NN
350355824784310273,P,P,P,P
350294606568632320,P,P,P,P
350268838073466881,NN,NN,NN,NN
350070932620062722,NN,NN,NN,NN
350293168694099969,P,P,P,P
350078831379480577,NN,NN,NN,NN
350058514846195712,P,P,NN,P
350262936939405312,P,P,NN,P
350287988451848193,NN,NN,NN,NN
350062605408288769,NN,NN,NN,NN
350259282404573185,P,P,P,P
350324774091759616,P,P,P,P
350320380994531330,NN,NN,N,NN
350276408418893824,NN,N,NN,NN
350304990939717633,NN,NN,NN,NN
350101785354055681,P,P,P,P
350293232653053952,NN,N,NN,NN
350399456807616513,P,P,NN,P
350082250651615232,N,N,N,N
350078539904716801,NN,NN,N,NN
350335642913345536,P,P,P,P
350084397967486976,NN,NN,NN,NN
350079080697311232,NN,P,P,P
350144734666309633,P,P,P,P
350084855108861953,P,P,P,P
350262239791558658,NN,N,P,NN
350368380961832962,N,N,N,N
350350975137087489,NN,NN,NN,NN
350319826041962496,NN,NN,NN,NN
350312295328518145,NN,NN,NN,NN
350368120931749889,NN,NN,NN,NN
350285938724831232,NN,NN,NN,NN
350330890578173952,NN,NN,NN,NN
350257977002958850,NN,NN,NN,NN
350287230662750208,NN,NN,P,NN
350375879752433665,NN,NN,NN,NN
350248183517036544,P,P,P,P
350274621737664512,P,P,P,P
350315830732529664,N,N,N,N
350255907122315264,NN,NN,NN,NN
350380363647946752,P,P,P,P
350282985943203844,NN,NN,NN,NN
350317591597809664,NN,NN,NN,NN
350136585074909184,NN,NN,NN,NN
350195149994868736,NN,NN,NN,NN
350310754152493058,NN,NN,NN,NN
350089440959553536,NN,NN,P,NN
350397277162057728,NN,NN,NN,NN
350338786720354304,NN,N,NN,NN
350402352152461312,NN,P,P,P
350330099477921794,NN,NN,NN,NN
350352207964667906,NN,NN,NN,NN
350285418585001985,P,P,P,P
350337065445097472,P,P,P,P
350229383669235714,P,P,P,P
350388132077780992,NN,NN,NN,NN
350361921981128705,P,P,P,P
350136407190290432,P,P,P,P
350295766385954817,NN,NN,NN,NN
350266466874040320,P,P,P,P
350328082999152642,NN,NN,NN,NN
350287158961123330,N,NN,N,N
350344335499337729,NN,NN,NN,NN
350294582946299904,NN,NN,NN,NN
350293579727519746,NN,P,P,P
350231809704992769,NN,NN,NN,NN
350284858364399618,NN,NN,NN,NN
350213697261670400,NN,NN,NN,NN
350280040635830273,P,P,NN,P
350402501889097729,N,N,N,N
350399896299372547,P,P,P,P
350211858197790721,NN,NN,NN,NN
350301215797686272,NN,NN,NN,NN
350270572875358208,NN,NN,NN,NN
350387378940149760,NN,NN,P,NN
350361978658758656,NN,NN,NN,NN
350288618092376068,P,P,P,P
350272957005836288,P,P,P,P
350220779415277570,NN,NN,NN,NN
350321233902055425,NN,NN,NN,NN
350392704305352704,NN,NN,NN,NN
350373824715427840,NN,NN,NN,NN
350216364457340928,NN,NN,NN,NN
350395565617577984,NN,NN,NN,NN
350402660786118658,NN,N,NN,NN
350257133759111170,P,P,NN,P
350286759919230977,NN,P,P,P
350258229508444161,NN,NN,NN,NN
350242992587669506,NN,NN,P,NN
350230081425244161,P,P,NN,P
350044910503727104,NN,NN,NN,NN
350117987161882624,N,NN,NN,NN
350076144860663808,P,P,P,P
350272479018758144,NN,NN,NN,NN
350204689364688896,NN,NN,NN,NN
350308264065507328,NN,NN,NN,NN
350228908743995393,N,NN,N,N
350299274501820417,N,N,N,N
350352570553864193,NN,NN,NN,NN
350079271626219520,NN,NN,NN,NN
350051168925388800,NN,NN,NN,NN
350379142551830530,NN,NN,NN,NN
350261988691148800,NN,NN,NN,NN
350275789889085441,NN,NN,NN,NN
350311430572085248,NN,N,NN,NN
350358703016394752,NN,N,N,N
350223983880314882,N,N,N,N
350077974885830658,NN,NN,NN,NN
350380916939558912,NN,NN,NN,NN
350395220141146112,NN,NN,NN,NN
350364332502159360,NN,NN,NN,NN
350316539062403073,NN,NN,NN,NN
350348370512056320,NN,NN,NN,NN
350239606991618048,P,P,P,P
350074092331864065,P,P,P,P
350096539487715328,N,N,N,N
350295301787115521,NN,NN,NN,NN
350044532047478784,NN,NN,NN,NN
350051093050429441,NN,NN,P,NN
350232307992506369,NN,N,NN,NN
350314889560068096,P,P,P,P
350381132283510786,P,P,P,P
350337033023131649,NN,NN,NN,NN
350243844455022592,NN,NN,NN,NN
350264496452939776,NN,NN,NN,NN
350211091130880001,P,P,P,P
350143592918028288,NN,NN,NN,NN
350281097499783168,NN,NN,NN,NN
350309759032897536,NN,NN,P,NN
350328199600803840,NN,N,NN,NN
350366355087826945,NN,NN,NN,NN
350147477598507009,P,P,P,P
350396757190000644,NN,NN,NN,NN
350075113359671296,P,P,P,P
350238168295014400,NN,NN,NN,NN
350393991906336768,NN,NN,NN,NN
350048826683441153,NN,N,NN,NN
350052100622921729,P,P,P,P
350224685918724096,NN,NN,NN,NN
350271270677520385,P,P,NN,P
350231836246544384,N,N,NN,N
350131229967908864,NN,NN,NN,NN
350387639779729408,NN,NN,NN,NN
350231961530400769,P,P,P,P
350244735547482112,P,P,P,P
350350310860013570,P,P,P,P
350333834363027458,P,P,P,P
350339547764236288,NN,NN,NN,NN
350305740352798720,NN,NN,NN,NN
350257313904476160,P,NN,P,P
350301691515641856,NN,N,P,NN
350055864956231681,NN,NN,NN,NN
350303566105296897,NN,NN,NN,NN
350073507750756353,NN,N,NN,NN
350370729797222400,NN,NN,N,NN
350317361192112128,NN,NN,NN,NN
350052649682481152,P,P,P,P
350273439786995713,NN,NN,NN,NN
350377849041068034,P,P,P,P
350313648792678401,P,P,P,P
350217996498771969,P,P,P,P
350205639424884736,P,N,NN,NN
350068687237156864,NN,N,P,NN
350083875885682689,NN,NN,NN,NN
350350744848838656,NN,P,P,P
350250287581233152,NN,NN,NN,NN
350124679312318464,NN,NN,NN,NN
350427645370052608,NN,N,P,NN
350440289489526784,NN,NN,P,NN
350745673836142593,NN,NN,NN,NN
350426086087204864,NN,NN,P,NN
350573911429222402,P,P,P,P
350644666166804480,NN,N,P,NN
350747089640230913,NN,NN,NN,NN
350498738797686785,NN,NN,P,NN
350728752692604928,NN,N,NN,NN
350671385359683584,P,N,N,N
350414169310371842,NN,N,NN,NN
350584495906361344,NN,NN,NN,NN
350446621756104705,NN,N,P,NN
350608440999153666,NN,NN,NN,NN
350735693833699329,P,N,P,P
350408749153914883,P,NN,P,P
350442571459330050,N,N,N,N
350640968032194560,P,NN,P,P
350658090397483009,P,P,NN,P
350677014287622144,P,P,P,P
350422098717573120,NN,NN,NN,NN
350591490214461440,P,NN,P,P
350412814403387392,NN,NN,NN,NN
350579279521787904,P,P,P,P
350426842609614849,NN,NN,N,NN
350618499154051073,P,P,P,P
350739492128301056,P,P,P,P
350737135453732865,P,P,P,P
350720933318766593,NN,NN,NN,NN
350611906467332098,P,NN,NN,NN
350403619251695617,P,P,P,P
350724352611848192,P,NN,P,P
350436563571838976,NN,NN,NN,NN
350420711447330817,NN,NN,NN,NN
350443789489418241,NN,NN,NN,NN
350597401813336065,NN,NN,NN,NN
350423396535902208,NN,NN,P,NN
350724536846647297,N,N,N,N
350606842461822978,NN,NN,NN,NN
350424738453135361,P,P,P,P
350636317459230721,NN,NN,NN,NN
350761428883488768,N,N,N,N
350712596690763778,P,P,P,P
350734325555277824,P,NN,P,P
350612785601839106,NN,NN,P,NN
350406063901777920,P,P,P,P
350610099787661312,NN,NN,NN,NN
350595245462917121,NN,NN,P,NN
350455754697879553,NN,NN,P,NN
350657040047280129,NN,NN,NN,NN
350421751320166400,NN,P,NN,NN
350612419644624896,NN,NN,NN,NN
350698034830651392,P,P,P,P
350456973893959681,P,N,P,P
350643996953034753,NN,NN,NN,NN
350753061305720832,NN,P,NN,NN
350697434948710401,P,P,NN,P
350718469735583745,P,P,P,P
350756678599315458,P,P,NN,P
350681587026898945,NN,NN,N,NN
350618526983262208,NN,P,NN,NN
350430736458846209,NN,NN,NN,NN
350626615698530306,NN,NN,NN,NN
350713697242583040,P,P,P,P
350588565098463232,P,P,P,P
350575028749864963,P,N,N,N
350626696187224066,NN,NN,NN,NN
350752371455950849,NN,NN,NN,NN
350450395115569153,P,P,P,P
350678121453850624,P,NN,P,P
350540556520271873,P,P,P,P
350607508928339968,NN,NN,NN,NN
350706090645798914,NN,NN,NN,NN
350752400186949633,NN,NN,N,NN
350447641680818178,P,P,P,P
350460357082488832,N,NN,N,N
350711252508610560,NN,NN,NN,NN
350749950067478529,NN,N,P,NN
350579405854216193,P,P,P,P
350427197066051586,P,P,P,P
350625207150575619,NN,NN,NN,NN
350565026890924032,P,P,P,P
350417263389716481,NN,NN,NN,NN
350759875221004288,P,P,P,P
350721034409877505,NN,P,P,P
350733208087834625,NN,NN,NN,NN
350617185099579394,NN,NN,NN,NN
350405942241787905,NN,NN,NN,NN
350417366053687297,NN,NN,P,NN
350764644798955521,N,N,N,N
350408762605060097,NN,NN,NN,NN
350664789132972037,NN,NN,NN,NN
350443713635426304,NN,NN,NN,NN
350454547644301312,P,P,P,P
350722694498619395,NN,P,P,P
350619478649876481,NN,NN,NN,NN
350556332245528576,NN,NN,NN,NN
350676533192564736,NN,NN,P,NN
350726406113730560,NN,N,N,N
350426757519773696,P,P,P,P
350446296454270976,NN,NN,NN,NN
350593071345446914,NN,NN,N,NN
350692818332827648,NN,NN,NN,NN
350761340345913345,N,N,N,N
350424267546038273,NN,NN,NN,NN
350501656770785280,P,P,P,P
350736603318190081,P,P,P,P
350578796182773760,NN,NN,NN,NN
350762286337626114,P,P,P,P
350670127391453184,NN,NN,P,NN
350411871561584641,NN,NN,NN,NN
350678122636652544,NN,NN,NN,NN
350636207039987713,NN,P,P,P
350759743951872000,NN,NN,P,NN
350603874685554688,P,P,P,P
350740625538289664,P,P,P,P
350408600247738368,P,N,N,N
350713583123955712,P,P,N,P
350594845347295234,NN,NN,NN,NN
350462999288496129,NN,NN,P,NN
350750946533457923,NN,NN,NN,NN
351121169891606529,NN,NN,P,NN
350988204331106304,NN,NN,NN,NN
351061501559316480,P,NN,NN,NN
350935513840095232,NN,NN,NN,NN
351096331688886273,P,NN,P,P
351065615458516993,P,P,P,P
350987636904701953,P,P,P,P
350973085027020800,NN,NN,NN,NN
350804888818692096,NN,NN,N,NN
350807574658027520,P,P,P,P
350765766255198208,NN,NN,NN,NN
350972793308987392,P,P,P,P
350820624714829824,NN,NN,NN,NN
350840996893966338,NN,NN,NN,NN
350938984161091585,NN,NN,NN,NN
350971448246013954,NN,N,NN,NN
351112714204090369,NN,P,NN,NN
350771860809592832,NN,N,P,NN
350932265888522240,P,P,P,P
351033316213927936,N,N,N,N
350836036005408768,NN,NN,NN,NN
351042389135212544,NN,NN,NN,NN
351031189043281920,NN,NN,NN,NN
350785141506977793,NN,NN,NN,NN
351096614900862976,NN,NN,NN,NN
351093655257366528,NN,NN,NN,NN
351030665929687042,NN,NN,NN,NN
351017066184179714,P,NN,P,P
351071913247911936,NN,N,NN,NN
351099548090900480,NN,NN,P,NN
351111517929881602,P,P,P,P
351112774421725184,P,P,P,P
351100538710011904,NN,NN,NN,NN
351016319044435968,P,P,P,P
350944414320955393,NN,NN,NN,NN
350975661894156290,NN,NN,NN,NN
351077196351279106,NN,NN,NN,NN
351109609009856513,P,P,P,P
350792791527395332,NN,NN,NN,NN
350783518881746944,NN,N,N,N
350830900797390848,P,P,P,P
351021438909681664,P,P,P,P
350952869928775680,NN,N,N,N
351071892142166016,NN,N,NN,NN
350850800144232448,NN,NN,NN,NN
350813935777230848,NN,N,P,NN
350848270240710656,NN,N,N,N
351077537008459776,NN,NN,NN,NN
351013449976922114,NN,NN,NN,NN
350781956990042113,NN,NN,NN,NN
351095820071878656,NN,NN,NN,NN
351008673088290816,NN,NN,NN,NN
351118771995414529,NN,NN,NN,NN
351111298014130176,NN,N,NN,NN
350997896872734722,NN,NN,NN,NN
351110393265000448,NN,NN,NN,NN
351099700012793857,NN,NN,NN,NN
351111542936305664,P,P,P,P
351111876802916353,NN,N,P,NN
351045119383830528,NN,NN,NN,NN
351098274960248833,NN,NN,NN,NN
351100128091836416,NN,NN,NN,NN
351041996443488256,NN,P,P,P
350981113109426176,NN,NN,NN,NN
351096240127229952,NN,NN,P,NN
351108459149799424,NN,NN,NN,NN
350773603723255808,NN,NN,NN,NN
350796532959817729,NN,N,N,N
351028925880741889,P,N,P,P
351096355009200131,NN,NN,P,NN
351097676470829058,NN,NN,P,NN
350766788964925440,NN,N,P,NN
350791831908401154,NN,NN,NN,NN
351062640950382592,NN,NN,NN,NN
350935672393183232,P,P,P,P
351056081885200385,NN,NN,NN,NN
350791380689354752,NN,NN,NN,NN
351093746353438720,NN,NN,NN,NN
351124566317346818,P,P,P,P
351064066212642816,N,N,N,N
350863838624755713,NN,NN,N,NN
351045314708373506,NN,NN,NN,NN
350805473752121348,P,P,P,P
351094517014867968,NN,NN,P,NN
350796933843001344,N,N,N,N
350815971168104449,NN,NN,NN,NN
350967506128744449,P,P,P,P
351067929237917696,P,P,P,P
351107468606181376,P,NN,NN,NN
351088247520247808,P,N,P,P
350923452863086592,NN,NN,NN,NN
350984541189578752,N,N,N,N
350932549700304896,NN,NN,NN,NN
350827270878920706,NN,N,P,NN
350773734589739008,N,N,N,N
350974590756978688,NN,N,P,NN
351136298716762112,P,P,P,P
351155700271034369,P,P,P,P
351159824383344642,NN,NN,N,NN
351173403169931266,NN,NN,NN,NN
351151729284349953,P,P,P,P
351197022369497089,P,NN,P,P
351147774118592512,NN,NN,NN,NN
351211953919762433,P,P,P,P
351145479884640257,P,P,P,P
351192969212203009,NN,N,P,NN
351180402246959104,P,N,P,P
351130473021456385,P,P,P,P
351150704984993792,P,N,P,P
351188190104797184,NN,NN,NN,NN
351203652008034305,NN,NN,NN,NN
351159299923394561,NN,NN,NN,NN
351180507477843968,NN,NN,N,NN
351158291507843073,P,P,P,P
351140952984928256,NN,NN,NN,NN
351206614528831488,N,N,N,N
351571731057614848,P,P,NN,P
351759765677940737,NN,NN,NN,NN
351678382502719489,P,NN,P,P
351772110449938432,P,P,P,P
351829507973455872,NN,NN,NN,NN
351784568250040321,NN,NN,NN,NN
351563172580294656,NN,NN,NN,NN
351785856526319616,NN,NN,NN,NN
351769189888954369,P,P,NN,P
351563452336181248,NN,NN,NN,NN
351723868882354176,P,NN,NN,NN
351744353233928193,NN,NN,NN,NN
351802998927798272,NN,NN,NN,NN
351743081927806976,NN,NN,N,NN
351773328949784576,NN,NN,NN,NN
351815989844914177,NN,NN,NN,NN
351663308555821056,NN,NN,NN,NN
351825731170484224,NN,NN,NN,NN
351841342105718784,P,NN,NN,NN
351806553596239872,NN,NN,NN,NN
351830853854298112,P,P,P,P
351848971284647938,NN,NN,NN,NN
351844176498929665,NN,NN,NN,NN
351749962335391744,NN,NN,NN,NN
351819703569756161,P,P,P,P
351726841964412928,N,N,N,N
351721416057561090,N,N,N,N
351779466936197120,N,N,N,N
351575989492531200,P,P,P,P
351565242213478401,P,P,NN,P
351674063401394176,P,P,NN,P
351686788055695360,NN,NN,NN,NN
351819987939360768,NN,NN,NN,NN
351602204060299264,NN,NN,N,NN
351714259987730434,NN,NN,NN,NN
351717275541323779,P,P,P,P
351763040892502018,P,NN,P,P
351774690206953472,P,P,P,P
351627565800226816,NN,NN,NN,NN
351743652609003521,NN,NN,NN,NN
351672827407122433,P,P,N,P
351764441118937088,NN,NN,NN,NN
351841082033713152,P,NN,P,P
351831383062233092,P,P,P,P
351654695879720962,P,P,P,P
351672878397276162,NN,NN,NN,NN
351803661258735618,P,P,P,P
351574063564603393,NN,NN,NN,NN
351740141011873792,NN,NN,NN,NN
351683808443105283,P,NN,P,P
351725340630073345,P,P,P,P
351688724385501186,P,P,NN,P
351697636916596736,NN,NN,NN,NN
351589643151618048,NN,NN,NN,NN
351757891818106880,P,P,P,P
351653596644904961,P,P,P,P
351760767105761281,N,P,P,P
351724020690984960,NN,NN,NN,NN
351727546934640641,P,N,NN,NN
351822512717443072,P,P,P,P
351560176324722688,N,N,N,N
351640797399097345,NN,NN,NN,NN
351667328745869312,P,P,P,P
351595399854829568,P,P,P,P
351828383405056001,P,P,P,P
351833747232006144,N,N,N,N
351584680157515776,NN,NN,NN,NN
351679491602518017,P,P,P,P
351777984820158466,NN,NN,NN,NN
351738358088744960,NN,NN,NN,NN
351830587973189633,NN,NN,NN,NN
351598503337803776,NN,NN,NN,NN
351850164660600833,N,NN,NN,NN
351671813052432384,NN,NN,NN,NN
351604181406187520,NN,NN,NN,NN
351676181541691392,NN,NN,N,NN
351789600798294016,NN,NN,NN,NN
351689971314327553,NN,NN,NN,NN
351805301290307584,N,N,N,N
351719772985106433,NN,NN,NN,NN
351702767011770368,NN,NN,NN,NN
351726209098452992,P,P,P,P
351568478395826179,NN,NN,NN,NN
351857418017316864,NN,NN,NN,NN
352176329405378560,NN,NN,NN,NN
351855256830869505,NN,NN,NN,NN
352094642143105026,NN,NN,NN,NN
352177154047483905,NN,NN,NN,NN
352013743049293824,P,NN,P,P
352044451058827266,P,P,NN,P
352111674230194176,NN,NN,NN,NN
352006653475950592,NN,NN,NN,NN
352099179495043073,NN,NN,NN,NN
352204829088686082,NN,NN,NN,NN
352111863720448001,P,P,P,P
352020308061986816,NN,NN,NN,NN
352087469627408384,P,NN,P,P
352116679536418816,NN,NN,NN,NN
352195313580261376,NN,NN,NN,NN
352165901514186753,NN,NN,NN,NN
352124588920025088,NN,NN,NN,NN
351874088337289216,NN,NN,NN,NN
352141231360454656,P,NN,NN,NN
352032083067142146,P,P,P,P
351853514286305281,P,P,P,P
352162315090681856,NN,NN,NN,NN
352213599684526081,P,NN,NN,NN
352015992056057856,P,P,P,P
351871722510753793,P,P,P,P
351870158190551041,P,P,P,P
352195720742309888,NN,NN,NN,NN
352175636128862208,P,P,P,P
352161677342543872,P,P,P,P
352207692766519296,NN,NN,NN,NN
352209240699584512,NN,NN,NN,NN
352176371780435968,NN,NN,NN,NN
352206613039431680,P,P,P,P
352111448782151680,P,P,P,P
352050079827374081,NN,NN,NN,NN
352037126319259648,NN,NN,NN,NN
352211220784357376,NN,NN,NN,NN
352159053079773184,P,P,P,P
351939710152736768,P,P,P,P
352201751140642816,P,P,P,P
352089331311194113,N,N,N,N
351897624716120064,NN,NN,NN,NN
352078705100718080,P,NN,P,P
351926892707852288,NN,NN,NN,NN
352094394410737665,P,P,P,P
352023868845731840,P,P,P,P
352065657635995648,P,P,P,P
352115559829209088,N,N,NN,N
352136259763847168,P,P,P,P
352198396750209025,NN,N,N,N
352043219183353859,NN,NN,NN,NN
351869782561267712,NN,NN,NN,NN
351897891972984832,NN,NN,NN,NN
352058487515267072,NN,NN,NN,NN
352062197096124416,NN,NN,NN,NN
352173175028711425,P,N,NN,NN
351884512667516928,NN,NN,NN,NN
351908898401296384,P,P,P,P
352106720979468288,P,P,P,P
352013799441702913,P,P,P,P
352170013119098881,NN,NN,NN,NN
352117430086144000,NN,NN,NN,NN
351875486047145984,P,P,P,P
351856971885985792,P,P,P,P
352168818438701056,NN,NN,NN,NN
352108899324801024,P,P,P,P
352151901934059523,NN,NN,P,NN
352078589384073216,NN,NN,NN,NN
352068260688166912,NN,NN,NN,NN
352176394702299139,NN,NN,NN,NN
352176283003797505,NN,NN,NN,NN
352167844026396672,NN,NN,NN,NN
351895995732336640,P,P,P,P
352204885237841921,NN,NN,NN,NN
352164968122155008,NN,NN,NN,NN
352179406258700288,NN,NN,NN,NN
351990261448052736,NN,NN,NN,NN
351884984887414784,P,P,P,P
352187114567385093,NN,NN,P,NN
352086633455173633,NN,NN,NN,NN
352193950100107265,N,N,N,N
352170166408327169,P,P,P,P
352115765685657600,P,P,P,P
351890415609315328,NN,NN,NN,NN
351863074006900737,P,P,P,P
351926376921694208,NN,NN,NN,NN
352117081648529408,P,NN,NN,NN
351903550521085953,NN,NN,NN,NN
352088946559287297,P,P,P,P
352141300348362754,P,P,P,P
352153008076894210,NN,NN,NN,NN
351976084570509312,NN,NN,NN,NN
352056550581481473,NN,NN,NN,NN
352077277938454530,NN,NN,NN,NN
352114228951392257,NN,NN,NN,NN
352466894005075968,NN,NN,N,NN
352505738159075329,NN,NN,NN,NN
352508557087870976,P,P,P,P
352283998757715970,N,N,N,N
352515853964673024,NN,NN,NN,NN
352524309446664195,NN,NN,NN,NN
352531995865264128,NN,NN,NN,NN
352454924568760320,NN,NN,NN,NN
352574706181869568,NN,NN,NN,NN
352554871330836480,NN,NN,NN,NN
352415201687117824,NN,NN,NN,NN
352527066022940672,NN,NN,NN,NN
